DATE,YEAR,TYPE,COUNTRY,AREA,LOCATION,ACTIVITY,INJURY,FATAL (Y/N),SPECIES ,MONTH,ACTIVITY_TYPE,SPECIES
27-Sep-2007,2007.0,Unprovoked,USA,California,"Moonstone Beach, Humboldt County",surfing,"No injury to surfer, surfboard bitten",N,White shark,Sep,Surfing,white shark
27-Sep-2007,2007.0,Unprovoked,EGYPT,Red Sea,Daedalus Reef�,swimming,"Severe lacerations to lower left leg, ankle and foot",N,Oceanic whitetip sharks were in the vicinity,Sep,Swiming,white shark
22-Sep-2007,2007.0,Invalid,USA,Florida,Jupiter Inlet,scuba diving,Shark involvement prior to death unconfirmed,UNKNOWN,Shark involvement prior to death was not confirmed,Sep,Diving,shark involvement prior to death was not confirmed
22-Sep-2007,2007.0,Unprovoked,USA,Florida,Huguenot Park,surfing,Laceration to foot,N,4' shark,Sep,Surfing,4' shark
20-Sep-2007,2007.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,Small lacerations to bottom of right big toe,N,3' shark,Sep,Surfing,3' shark
7-Sep-2007,2007.0,Unprovoked,SOLOMON ISLANDS,Marovo Lagoon,Kicha Island,spearfishing,Left thigh bitten,N,Gray reef shark,Sep,Fishing,gray reef shark
-Sep-2007,2007.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",wading?,Laceration to right heel,N,,Sep,wading?,unknown
-Sep-2007,2007.0,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",surfing,"No injury, surfboard bitten",N,9.5' shark?,Sep,Surfing,9.5' shark?
3-Sep-2007,2007.0,Unprovoked,USA,Florida,"Lauderdale-by-the-Sea, Broward County",snorkeling,"Minor injury, shark latched onto his abdomen",N,"Nurse shark, 2' to 3' ",Sep,snorkeling,"nurse shark, 2' to 3' "
8-Sep-2007,2007.0,Unprovoked,USA,Florida,"Pepper Park Beach, St. Lucie County",wading,Puncture wounds & 2-inch laceration to calf,N,,Sep,wading,unknown
5-Sep-2007,2007.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",wading,Laceration to right big toe,N,,Sep,wading,unknown
4-Sep-2007,2007.0,Unprovoked,USA,South Carolina,Sullivan's Island,standing,Lacerations to left calf and both feet ,N,,Sep,standing,unknown
3-Sep-2007,2007.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",jumping,Tiny punctures to arm,N,"18"" to 24"" shark",Sep,jumping,"18"" to 24"" shark"
3-Sep-2007,2007.0,Unprovoked,USA,Florida,"Fort Lauderdale, Broward County",swimming,"3"" laceration to left forearm",N,Possibly a spinner shark,Sep,Swiming,possibly a spinner shark
28-Aug-2007,2007.0,Unprovoked,USA,Hawaii,"Ka'a'awa, Oahu",body boarding,Laceration to right heel,N,"Tiger shark, 10' to 12' ",Aug,body boarding,tiger shark
28-Aug-2007,2007.0,Unprovoked,USA,California,"Marina State Beach, Monterey County",surfing,Lacerations to thigh & torso,N,"White shark, 12'",Aug,Surfing,white shark
26-Aug-2007,2007.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,Left hand  bitten,N,3' shark,Aug,Surfing,3' shark
25-Aug-2007,2007.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing, 6 lacerations to left hand,N,3' shark,Aug,Surfing,3' shark
22-Aug-2007,2007.0,Provoked,USA,North Carolina,North Carolina Aquarium at Fort Fisher,diving,Minor injury from captive shark PROVOKED INCIDENT,N,Sand shark,Aug,Diving,sand shark
20-Aug-2007,2007.0,Provoked,USA,Delaware,"Indian River Inlet, Rehoboth Beach",fishing,Forearm bitten by hooked shark PROVOKED INCIDENT,N,Sandtiger shark,Aug,Fishing,tiger shark
9-Aug-2007,2007.0,Unprovoked,USA,Florida,"Islamorada Founder's Park, Plantation Key, Monroe County",swimming,Torso bitten,N,,Aug,Swiming,unknown
9-Aug-2007,2007.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,Foot bitten,N,4' to 5' shark,Aug,Surfing,4' to 5' shark
9-Aug-2007,2007.0,Unprovoked,USA,South Carolina,"Lakewood Campground, Grand Strand, Horry County",playing,Right calf bitten,N,,Aug,playing,unknown
5-Aug-2007,2007.0,Unprovoked,USA,Florida,Sarasota Bay,floating near boat & observing bioluminesce,Puncture wounds to torso,N,Possibly a 6' bull shark,Aug,floating near boat & observing bioluminesce,bull shark
2-Aug-2007,2007.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",swimming,"Minor injury, small lacerations to right foot",N, ,Aug,Swiming, 
-Aug-2007,2007.0,Unprovoked,USA,Florida,"Ponce Inlet,  New Smyrna Beach, Volusia County",walking out of the water after surfing,"Minor injury, lacerations to left ankle & foot ",N,,Aug,Surfing,unknown
9-Aug-2007,2007.0,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",swimming,Lacerations to right foot,N,,Aug,Swiming,unknown
9-Aug-2007,2007.0,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",boogie boarding,Lacerations to lower leg & ankle,N,,Aug,boogie boarding,unknown
7-Aug-2007,2007.0,Unprovoked,USA,Florida,"Islamorada, Monroe County",jumped into the water,Lacerations to arm,N,Possibly a 10' bull shark,Aug,jumped into the water,bull shark
29-Jul-2007,2007.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",surfing,Minor injury to shoulder,N,,Jul,Surfing,unknown
28-Jul-2007,2007.0,Unprovoked,USA,California,"Imperial Beach, San Diego County",surfing,"No injury, shark bit surfboard",N,,Jul,Surfing,unknown
22-Jul-2007,2007.0,Unprovoked,USA,California,"Malibu, Los Angeles County",surf paddling,"No injury, surfboard bumped by shark for 20 minutes",N,"White shark, 12' ",Jul,Surfing,white shark
21-Jul-2007,2007.0,Boating,USA,California,"Bean Hollow State Beach, San Mateo County",kayak fishing,"No injury, kayak bitten",N,White shark,Jul,Fishing,white shark
9-Jul-2007.b,2007.0,Unprovoked,USA,Hawaii,"Bellows Beach near Wailea Point, O�ahu",snorkeling,Left calf severely bitten,N, ,Jul,snorkeling, 
9-Jul-2007.,2007.0,Unprovoked,AUSTRALIA,Territory of Cocos (Keeling) Islands,Direction Island,wading,Calf bitten,N,"Bronze whaler shark, 1.5 m ",Jul,wading,"bronze whaler shark, 1.5 m "
8-Jul-2007,2007.0,Unprovoked,USA,North Carolina,"North Topsail Beach, Onslow  County",swimming,Right calf bitten,N,2' to 3' shark,Jul,Swiming,2' to 3' shark
8-Jul-2007,2007.0,Provoked,NORWAY,Oslo Fjord,Sj�strand,scuba diving,PROVOKED INCIDENT           No injury. Diver touched 'dead' shark; shark bit his equipment-covered arm,N,"3' small spotted catshark, Scyliorhinus canicula",Jul,Diving,"3' small spotted catshark, scyliorhinus canicula"
7-Jul-2007,2007.0,Invalid,USA,California,"Faria Beach, Ventura County",swimming,Foot injured. Shark involvment uncomfirmed,UNKNOWN,Shark involvement not confirmed,Jul,Swiming,shark involvement not confirmed
7-Jul-2007,2007.0,Unprovoked,USA,North Carolina,"Atlantic Beach, Carteret County",wading,Lacerations to right thigh & left foot,N,5' shark,Jul,wading,5' shark
-Jul-2007,2007.0,Unprovoked,BAHAMAS,Abaco Islands,Allan-Pensacola Cay,spearfishing,"Lacerations to thumb, ring and pinky fingers of right hand ",N,"Bull shark, 5' ",Jul,Fishing,bull shark
5-Jul-2007,2007.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",surfing,Right foot bitten,N,,Jul,Surfing,unknown
4-Jul-2007,2007.0,Unprovoked,REUNION,,Boucan Canot,body boarding,Minor injuries to thigh & knee ,N,2 m shark,Jul,body boarding,2 m shark
Jul-2007,2007.0,Invalid,SENEGAL,,,murder,,UNKNOWN,Questionable Incident,Jul,murder,questionable incident
30-Jun-2007,2007.0,Provoked,USA,Florida,Marques Island,removing hook from shark,Lacerations to right  hand by hooked shark PROVOKED INCIDENT,N,"Lemon shark, 6' female ",Jun,removing hook from shark,lemon shark
30-Jun-2007,2007.0,Unprovoked,USA,California,"Will Rogers State Beach, Los Angeles County",swimming,Hand bitten,N,,Jun,Swiming,unknown
25-Jun-2007,2007.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,6 to 8 puncture wounds to right hand,N,4' shark,Jun,Surfing,4' shark
24-Jun-2007,2007.0,Unprovoked,USA,Hawaii,"Silva's Channel, Mokuleia, O'ahu",surfing,"No injury, board damaged",N,Tiger shark,Jun,Surfing,tiger shark
7-Jun-2007,2007.0,Invalid,USA,Florida,"Vilano Beach, St.  Johns County",surfing,Superficial injuries to upper leg may have been caused by surfboard fin,UNKNOWN,Shark involvement not confirmed,Jun,Surfing,shark involvement not confirmed
2-Jun-2007,2007.0,Unprovoked,USA,Florida,"Turtle Beach, Siesta Key, Sarasota County",swimming,Right foot bitten,N,3' to 4' shark,Jun,Swiming,3' to 4' shark
5-Jun-2007,2007.0,Unprovoked,AUSTRALIA,New South Wales,"Shelly Beach, Crescent Head",surfing,Lacerations to leg & ankle,N,,Jun,Surfing,unknown
26-May-2007,2007.0,Unprovoked,USA,South Carolina,Garden City,wading,Lacerations to lower leg,N,,May,wading,unknown
24-May-2007,2007.0,Provoked,USA,Virginia,"Virginia Aquarium & Marine Science Center, Virginia Beach ",reviving a sedated shark,Left shin bitten by captive shark PROVOKED INCIDENT,N,A 10-year-old 94-pound pregnant blacktip reef shark,May,reviving a sedated shark,blacktip shark
7-May-2007,2007.0,Provoked,UNITED KINGDOM,Kent,Folkestone,fishing,Bitten on the nose by a hooked shark PROVOKED INCIDENT,N,"Lesser spotted dogfish, Scyliorhinus canicula, less than 80 cm in length",May,Fishing,"lesser spotted dogfish, scyliorhinus canicula, less than 80 cm in length"
-May-2007,2007.0,Unprovoked,AUSTRALIA,Western Australia,"Warra Beach, Coral Bay",wading,Left heel & calf bitten,N,2.5 m shark,May,wading,2.5 m shark
2-May-2007,2007.0,Unprovoked,AUSTRALIA,Victoria,Warrnambool,surfing,"No injury, shark's fin caught his leg",N,10' shark,May,Surfing,10' shark
-May-2007,2007.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,Knee bitten,N,4' to 5' shark,May,Surfing,4' to 5' shark
9-May-2007,2007.0,Unprovoked,SEYCHELLES,Bird Island,,snorkeling,No injury,N,"White shark, 2m ",May,snorkeling,white shark
8-May-2007,2007.0,Invalid,AUSTRALIA,New South Wales,Kingscliff Beach,swimming,Shark involvement prior to death unconfirmed,UNKNOWN,Shark involvement prior to death was not confirmed,May,Swiming,shark involvement prior to death was not confirmed
7-May-2007,2007.0,Unprovoked,USA,Hawaii,"Keawakapu Beach, Maui",snorkeling,Right foot bitten,N,"Tiger shark, 14' ",May,snorkeling,tiger shark
7-May-2007,2007.0,Unprovoked,USA,Florida,Naples,swimming,Circular bite on left thigh,N,6' to 8' shark,May,Swiming,6' to 8' shark
4-May-2007,2007.0,Sea Disaster,TURKS & CAICOS,Providenciales,,sea disaster,Some of the bodies recovered had been bitten by sharks,Y,,May,sea disaster,unknown
May-2007,2007.0,Provoked,BAHAMAS,Bimini Islands,,shark tagging,Lacerations to right upper arm by captive shark PROVOKED INCIDENT,N,"Lemon shark, >1 m ",May,shark tagging,lemon shark
26-Apr-2007,2007.0,Unprovoked,AUSTRALIA,Queensland,"Mornington Island, Gulf of Carpentaria",swimming / jumping off a jetty,Lower leg & foot injured,N,"""a small shark""",Apr,Swiming,"""a small shark"""
22-Apr-2007,2007.0,Unprovoked,USA,Florida,"Hutchinson Island, St. Lucie County",body boarding,Left foot bitten,N,blacktip or spinner shark,Apr,body boarding,blacktip shark
20-Apr-2007,2007.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,Lacerations to left index finger & thumb ,N,3' to 4' shark,Apr,Surfing,3' to 4' shark
3-Apr-2007,2007.0,Boating,USA,Florida,"Florida Keys, Monroe County",fishing,"No injury to occupants, shark holed the transom-mounted livewell ",N,"Bull shark, 10' ",Apr,Fishing,bull shark
9-Apr-2007,2007.0,Unprovoked,NEW CALEDONIA,South Province,Dumb�a,surfing,Left foot bitten,N,Tiger shark,Apr,Surfing,tiger shark
-Apr-2007,2007.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",playing on a sandbar,Lacerations & puncture wounds to right calf,N,,Apr,playing on a sandbar,unknown
31-Mar-2007,2007.0,Unprovoked,USA,Florida,"Normandy Beach, Hutchinson Island,  St. Lucie County",surfing,Lacerations to right ankle ,N,3' shark,Mar,Surfing,3' shark
31-Mar-2007,2007.0,Unprovoked,USA,Florida,"Waveland Beach, Hutchinson Island, St. Lucie County",,Minor cuts to right buttock & thigh,N,,Mar,Fishing,unknown
22-Mar-2007,2007.0,Unprovoked,YEMEN,Muhafazat Hadramawt,Ras-Alkalb,murder,"FATAL,  beaten & thrown overboard by smugglers, they  were killed by sharks",Y,,Mar,murder,unknown
21-Mar-2007,2007.0,Unprovoked,USA,Florida,Jupiter Inlet,surfing,Punctures & lacerations to right calf & calf,N,4' to 5' shark,Mar,Surfing,4' to 5' shark
20-Mar-2007,2007.0,Unprovoked,AUSTRALIA,New South Wales,South Golden Beach,surfing,Lacerations to 3 fingers of left hand ,N,1.5 m shark,Mar,Surfing,1.5 m shark
4-Mar-2007,2007.0,Provoked,USA,Florida,Delray Beach,shark fishing,Right hand bitten by hooked shark PROVOKED INCIDENT,N,5' shark,Mar,Fishing,5' shark
2-Mar-2007,2007.0,Unprovoked,AUSTRALIA,Queensland,"Moore Park, north of Bundaberg",swimming,"Bruises to arm and hand, laceration to lower leg & minor injuries to foot",N,2 to 2.5 m shark,Mar,Swiming,2 to 2.5 m shark
-Mar-2007,2007.0,Unprovoked,USA,Florida,"Tiger Shores Beach, Martin County",surfing,Lacerations to right forearm & hand,N,,Mar,Surfing,unknown
5-Mar-2007,2007.0,Provoked,NEW ZEALAND,Cook islans,Penhryn Island,spearfishing,Leg bitten  by shark after he shot at it & missed  PROVOKED INCIDENT,N,Tiger shark,Mar,Fishing,tiger shark
4-Feb-2007,2007.0,Invalid,COSTA RICA,,,swimming,Death due to drowning. Shark bite may have been postmortem,UNKNOWN,Shark involvement prior to death was not confirmed,Feb,Swiming,shark involvement prior to death was not confirmed
3-Feb-2007,2007.0,Unprovoked,AUSTRALIA,New South Wales,Shelly Beach,boogie boarding,Lacerations to  lower left leg & ankle ,N,,Feb,boogie boarding,unknown
Feb-2007,2007.0,Unprovoked,NEW CALEDONIA,Loyalty Islands,Ouv�a,spearfishing,Survived,N,,Feb,Fishing,unknown
25-Jan-2007,2007.0,Unprovoked,NEW CALEDONIA,North Province,Kaala-Gomen ,spearfishing (free diving),Leg bitten,N,Tiger shark,Jan,Fishing,tiger shark
25-Jan-2007,2007.0,Boating,USA,Florida,100 miles off Ft. Myers Beach,shrimping,"A large shark rammed boat, breaking prop shaft. No injury to occupants but boat sank several hours later",N,14' shark,Jan,shrimping,14' shark
23-Jan-2007,2007.0,Unprovoked,AUSTRALIA,New South Wales,Cape Howe,diving,Head & torso bitten,N,"White shark, 3m",Jan,Diving,white shark
9-Jan-2007,2007.0,Invalid,AUSTRALIA,New South Wales,Brunswick Heads,swimming,Shark involvement prior to death unconfirmed,UNKNOWN,Shark involvement prior to death was not confirmed,Jan,Swiming,shark involvement prior to death was not confirmed
4-Jan-2007,2007.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John's",swimming / body surfing,"Presumed FATAL, body not recovered",Y,Tiger shark,Jan,Swiming,tiger shark
9-Jan-2007,2007.0,Unprovoked,AUSTRALIA,New South Wales,Sandbar Beach,surfing,"No injury, shark damaged surfboard",N,2.4 m shark,Jan,Surfing,2.4 m shark
7-Jan-2007,2007.0,Invalid,USA,New York,"Smith Point, Long Island",surfing,No injury,UNKNOWN,"24"" to 30"" shark",Jan,Surfing,"24"" to 30"" shark"
-Jan-2007,2007.0,Unprovoked,USA,Hawaii,"Majors Bay, Kaua'i",surfing,"No injury, shark removed piece of surfboard",N,"6' to 8' shark, possibly a tiger shark",Jan,Surfing,tiger shark
8-Dec-2,2006.0,Unprovoked,AUSTRALIA,Victoria,"Winki Pop, Bells Beach",surfing,Left leg bitten,N,2.5 to 3 m shark,Dec,Surfing,2.5 to 3 m shark
-Dec-2,2006.0,Unprovoked,NEW ZEALAND,North Island,"Raglan, Manu Bay",surfing,Foot bitten,N,2 to 3 m shark,Dec,Surfing,2 to 3 m shark
-Dec-2,2006.0,Unprovoked,USA,California,"Dillon Beach, Marin County",surfing,"Minor injuries, surfboard bitten",N,"White shark, 12' to 15' ",Dec,Surfing,white shark
-Dec-2,2006.0,Provoked,SOUTH AFRICA,KwaZulu-Natal,Cape Vidal,fishing,"Hand, thigh & calf bitten by hooked shark PROVOKED INCIDENT",N,"Raggedtooth shark, 150-kg",Dec,Fishing,"raggedtooth shark, 150-kg"
2-Dec-2,2006.0,Unprovoked,AUSTRALIA,Western Australia,Wharton Beach,body boarding,"Right leg severed, left leg lacerated",N,"White shark, 5m ",Dec,body boarding,white shark
25-Nov-2,2006.0,Sea Disaster,PHILIPPINES,Surigao del Norte,"Off Bilisan Point, Hinatuarn Island",sea disaster,15 perished but shark involvement prior to death was not confirmed,Y,,Nov,sea disaster,unknown
-Nov-2,2006.0,Unprovoked,USA,Hawaii,"Kihei, Maui",swimming,Laceration to left thigh & left hand,N,2 m to 3 m shark,Nov,Swiming,2 m to 3 m shark
9-Nov-2,2006.0,Provoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",canoeing,Left arm lacerated when he grabbed shark by its tail PROVOKED INCIDENT,N,"Bull shark, 1.5m ",Nov,canoeing,bull shark
31-Oct-2,2006.0,Unprovoked,USA,Oregon,"Siletz River mouth, Lincoln County",surfing,"No injury, surfboard bitten",N,"White shark, 16' ",Oct,Surfing,white shark
-Oct-2,2006.0,Unprovoked,USA,Florida,Sebastian Inlet,fishing,Lower right leg and foot bitten,N,,Oct,Fishing,unknown
-Oct-2,2006.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",surfing,Left ankle bitten,N,,Oct,Surfing,unknown
7-Oct-2,2006.0,Unprovoked,USA,Texas,"Isla Blanca Park, South Padre Island",surfing,Lacerations to lower left leg,N,1' to 4' shark,Oct,Surfing,1' to 4' shark
5-Oct-2,2006.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",playing soccer in the water,Lacerations to foot,N,3' to 3.5' shark,Oct,playing soccer in the water,3' to 3.5' shark
Oct-2,2006.0,Unprovoked,BAHAMAS,New Providence Island,Nassau,free diving / modeling,Puncture wounds to left foot,N,,Oct,Diving,unknown
Oct-2,2006.0,Unprovoked,GULF OF ADEN,Between Somalia & Yemen,,murder,"FATAL,  beaten & thrown overboard by smugglers, they  were killed by sharks",Y,,Oct,murder,unknown
30-Sep-2,2006.0,Invalid,SOUTH AFRICA,Western Cape Province,Miller's Point,spearfishing,No injury; 4m white shark made a threat display,UNKNOWN,Invalid,Sep,Fishing,invalid
29-Sep-2,2006.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,Big toe bitten,N,,Sep,Surfing,unknown
8-Sep-2,2006.0,Provoked,USA,Florida,"Off Key Largo, Monroe County",diving / kissing the shark,Lacerations to upper lip    PROVOKED INCIDENT,N,Nurse shark,Sep,Diving,nurse shark
-Sep-2,2006.0,Unprovoked,USA,North Carolina,Onslow Beach,surfing,Laceration to left thigh,N,,Sep,Surfing,unknown
4-Sep-2,2006.0,Unprovoked,USA,Florida,"Singer Island, Riviera Beach",swimming,Minor injury to left hand,N,Spinner shark,Sep,Swiming,spinner shark
-Sep-2,2006.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,Left torso grazed,N,5' shark,Sep,Surfing,5' shark
4-Sep-2,2006.0,Invalid,AUSTRALIA,Queensland,Great Barrier Reef  ,diving,"Killed by a stingray, not a shark - a tragedy for his family and marine wildlife",UNKNOWN,No shark involvement,Sep,Diving,no shark involvement
3-Sep-2,2006.0,Unprovoked,BRAZIL,,,,FATAL,Y,,Sep,Fishing,unknown
3-Sep-2,2006.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",standing,Puncture wounds and cuts to right thigh,N,3' shark,Sep,standing,3' shark
2-Sep-2,2006.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",swimming,Arm bitten,N,,Sep,Swiming,unknown
2-Sep-2,2006.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Noordhoek,surfing,"No injury, shark rammed surfboard",N,"White shark, 3.5m ",Sep,Surfing,white shark
29-Aug-2,2006.0,Unprovoked,USA,Oregon,"Florence, Lane County",surfing,Laceration & puncture wounds to foot,N,,Aug,Surfing,unknown
29-Aug-2,2006.0,Unprovoked,AUSTRALIA,South Australia,"Pennington Bay, Kangaroo Island",surfing,"No injury, shark towed  surfer & board",N,"Bronze whaler shark, 6'",Aug,Surfing,"bronze whaler shark, 6'"
27-Aug-2,2006.0,Unprovoked,REUNION,Saint-Gilles-les-Bains,"Les Aigrettes, near Boucan-Canot",body boarding,Laceration to right calf & heel,N,,Aug,body boarding,unknown
22-Aug-2,2006.0,Invalid,BRAZIL,Pernambuco,Pina,,Shark bites may have been post mortem,UNKNOWN,Shark involvement prior to death was not confirmed,Aug,Fishing,shark involvement prior to death was not confirmed
22-Aug-2,2006.0,Invalid,BELIZE,Ambergris Caye,Near Ramon's Village,spearfishing,Shark involvement prior to death not confirmed,UNKNOWN,Shark involvement prior to death was not confirmed,Aug,Fishing,shark involvement prior to death was not confirmed
20-Aug-2,2006.0,Sea Disaster,ITALY,,Lampedusa Island,sea disaster,FATAL,Y,,Aug,sea disaster,unknown
20-Aug-2,2006.0,Unprovoked,REUNION,Saint-Pierre,Pointe du Diable,surfing,FATAL,Y,,Aug,Surfing,unknown
5-Aug-2,2006.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Danger Reef,surfing,"No injury, surfboard leash severed",N,5 m shark,Aug,Surfing,5 m shark
